date,close,vix,volume,adl,ext_phi,mom_phi,vix_phi,adl_phi,ext_score,mom_score,vix_score,adl_score,ext_state,mom_state,vix_state,adl_state,mrs_score,regime
2004-10-08,35.58,15.05,115122624,92.67545023044174,0.6402116402116402,0.5185185185185185,0.08068783068783068,0.36099585062240663,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-11,35.75,14.71,51312096,93.63489267338686,0.671957671957672,0.4775132275132275,0.051587301587301584,0.3512396694214876,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-12,35.69,15.05,98308192,92.6920836318048,0.66005291005291,0.46164021164021163,0.082010582010582,0.3374485596707819,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-13,35.61,15.42,132823120,90.04101422228634,0.6309523809523809,0.5026455026455027,0.11375661375661375,0.3319672131147541,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-14,35.45,16.42999,99445632,88.36310343342281,0.6005291005291006,0.4722222222222222,0.18915343915343916,0.2653061224489796,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2004-10-15,35.63,15.04,129195008,90.61453975658218,0.6243386243386243,0.48412698412698413,0.08068783068783068,0.3089430894308943,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-18,36.14,14.71,109313312,91.59189531143262,0.7208994708994709,0.5634920634920635,0.051587301587301584,0.3319838056680162,0.0,0.0,1.0,0.0,Extended,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-19,35.88,15.13,130141504,89.44644869674593,0.6455026455026455,0.5,0.09126984126984126,0.24596774193548387,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2004-10-20,36.048,14.85,106851808,90.91469176412886,0.6693121693121693,0.6243386243386243,0.06746031746031746,0.3333333333333333,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-21,36.60001,14.54,124414320,93.1611359828681,0.7566137566137566,0.7222222222222222,0.04365079365079365,0.388,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-10-22,35.8,15.28,114377632,91.07175395906792,0.5886243386243386,0.6084656084656085,0.10317460317460317,0.33067729083665337,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-25,35.625,16.57999,102980000,92.12269525711474,0.5304232804232805,0.6335978835978836,0.21296296296296297,0.38492063492063494,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-26,35.82001,16.39,98245184,94.66862373702487,0.5661375661375662,0.6587301587301587,0.1917989417989418,0.383399209486166,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-10-27,36.73,15.72,152572880,96.98660041357188,0.7394179894179894,0.7208994708994709,0.14153439153439154,0.4015748031496063,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-10-28,36.96001,15.39,111151184,97.25104335624584,0.7592592592592593,0.746031746031746,0.1164021164021164,0.3686274509803922,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-10-29,36.89999,16.26999,100828496,98.90706999927556,0.7407407407407407,0.582010582010582,0.18386243386243387,0.33984375,0.0,0.0,1.0,0.0,Extended,Normal,Low,Normal,1.0,MILD RISK-ON
2004-11-01,37.03799,16.26999,72528496,100.64930942888576,0.7552910052910053,0.5661375661375662,0.18386243386243387,0.33852140077821014,0.0,0.0,1.0,0.0,Extended,Normal,Low,Normal,1.0,MILD RISK-ON
2004-11-02,37.161,16.17999,109171680,101.47145657260512,0.7632275132275133,0.5833333333333334,0.17592592592592593,0.3488372093023256,0.0,0.0,1.0,0.0,Extended,Normal,Low,Normal,1.0,MILD RISK-ON
2004-11-03,37.41,14.04,141197632,104.89052077206088,0.7857142857142857,0.5727513227513228,0.022486772486772486,0.3667953667953668,0.0,0.0,1.0,0.0,Extended,Normal,Low,Normal,1.0,MILD RISK-ON
2004-11-04,37.62,13.97,112608496,108.46700071625304,0.8029100529100529,0.6772486772486772,0.017195767195767195,0.5192307692307693,0.0,0.0,1.0,0.0,Extended,Normal,Low,Normal,1.0,MILD RISK-ON
2004-11-05,37.96001,13.84,117078368,107.82373319535036,0.8293650793650794,0.8201058201058201,0.01455026455026455,0.5287356321839081,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-08,38.0,13.8,66505680,105.6368155710096,0.8267195767195767,0.8029100529100529,0.013227513227513227,0.46564885496183206,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-09,37.92,13.61,85250192,107.10973495964691,0.8095238095238095,0.8015873015873016,0.009259259259259259,0.5133079847908745,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-10,37.78999,13.08,95167008,108.53830638821836,0.7857142857142857,0.7962962962962963,0.0013227513227513227,0.6136363636363636,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-11,38.28999,13.04,99805808,111.41358748392192,0.8346560846560847,0.8677248677248677,0.0013227513227513227,0.6716981132075471,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-12,38.66,13.33,102697504,114.38663020995992,0.876984126984127,0.8862433862433863,0.007936507936507936,0.6729323308270677,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-15,38.83,13.38,82736368,115.50563597984832,0.8875661375661376,0.8505291005291006,0.010582010582010581,0.6704119850187266,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-16,38.593,13.21,97452624,113.57212581994185,0.843915343915344,0.8558201058201058,0.005291005291005291,0.6791044776119403,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-17,39.11,13.21,125450128,115.9953468168796,0.9021164021164021,0.8862433862433863,0.005291005291005291,0.6877323420074349,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-18,39.28999,12.98,94980192,115.78758380856026,0.9087301587301587,0.8465608465608465,0.0013227513227513227,0.6259259259259259,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-19,38.67999,13.5,118558368,112.75411663766108,0.8174603174603174,0.873015873015873,0.017195767195767195,0.6236162361623616,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-22,39.05,12.97,79973120,115.26055994731644,0.8597883597883598,0.9246031746031746,0.0013227513227513227,0.6433823529411765,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-23,38.99001,12.67,91926496,117.21457678915324,0.83994708994709,0.906084656084656,0.0,0.6227106227106227,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-24,39.33,12.72,74091008,119.75440044943991,0.876984126984127,0.83994708994709,0.0013227513227513227,0.6131386861313869,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-26,39.21001,12.79,31303200,121.08616052755474,0.8505291005291006,0.7962962962962963,0.003968253968253968,0.6363636363636364,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-29,39.203,13.3,94786880,119.46047385944888,0.832010582010582,0.8042328042328042,0.017195767195767195,0.5942028985507246,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-11-30,39.12199,13.24,87703872,117.7366124632782,0.8134920634920635,0.7777777777777778,0.015873015873015872,0.5342960288808665,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-01,39.92,12.97,102435008,120.44110607840943,0.9153439153439153,0.8531746031746031,0.005291005291005291,0.5575539568345323,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-02,40.07001,12.98,122306128,118.17843992546992,0.921957671957672,0.843915343915344,0.007936507936507936,0.43010752688172044,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-03,40.13,12.96,114276496,120.30179121285862,0.9153439153439153,0.828042328042328,0.005291005291005291,0.3821428571428571,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-06,40.27,13.19,70505184,118.68344402543325,0.917989417989418,0.7976190476190477,0.015873015873015872,0.36298932384341637,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-07,39.58,13.67,121669504,115.57565810402016,0.8055555555555556,0.6957671957671958,0.03571428571428571,0.3546099290780142,0.0,0.0,1.0,0.0,Extended,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-08,39.81,13.19,96436624,117.48156435367638,0.8214285714285714,0.7447089947089947,0.015873015873015872,0.36395759717314485,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-09,40.05,12.88,134422560,118.65454624817548,0.83994708994709,0.7976190476190477,0.005291005291005291,0.352112676056338,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-10,39.92999,12.76,86252368,119.72724608107696,0.8108465608465608,0.7023809523809523,0.003968253968253968,0.3087719298245614,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-13,40.28,12.54,74339248,121.81586257066516,0.8531746031746031,0.6997354497354498,0.0,0.2937062937062937,0.0,0.0,1.0,-1.0,Extended,Normal,Low,Weak,0.0,NEUTRAL
2004-12-14,40.47701,12.73,92019744,123.75951320228025,0.8716931216931217,0.7023809523809523,0.003968253968253968,0.30313588850174217,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-15,40.33,12.35,95230000,126.15654526545012,0.8293650793650794,0.716931216931217,0.0,0.3993055555555556,0.0,0.5,1.0,0.0,Extended,Strong,Low,Normal,1.5,RISK-ON
2004-12-16,39.95,12.27,86265056,123.74365614692331,0.7764550264550265,0.5793650793650794,0.0,0.2975778546712803,0.0,0.0,1.0,-1.0,Extended,Normal,Low,Weak,0.0,NEUTRAL
2004-12-17,39.47501,11.95,102214000,124.42524761483784,0.6838624338624338,0.47619047619047616,0.0,0.3137931034482759,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-20,39.2,11.83,106719872,123.7417177217431,0.6124338624338624,0.5238095238095238,0.0,0.37800687285223367,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-21,39.67999,11.55,83240688,126.51007338954452,0.6944444444444444,0.533068783068783,0.0,0.3801369863013699,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-22,39.73,11.45,75507440,128.0719293174053,0.6904761904761905,0.5595238095238095,0.0,0.35494880546075086,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-23,39.758,11.23,45816384,129.42799943893175,0.6706349206349206,0.5105820105820106,0.0,0.32653061224489793,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-27,39.59,12.14,67278368,127.25088267624446,0.6216931216931217,0.5026455026455027,0.006613756613756613,0.2711864406779661,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2004-12-28,39.97,12.0,62616688,130.2078746702973,0.6825396825396826,0.5621693121693122,0.006613756613756613,0.34797297297297297,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-29,40.02,11.62,50112176,131.10482019718032,0.6732804232804233,0.5912698412698413,0.003968253968253968,0.42424242424242425,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-30,39.99001,12.56,41728208,132.6604551157907,0.6574074074074074,0.458994708994709,0.01455026455026455,0.3926174496644295,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2004-12-31,39.91499,13.29,44145568,133.78418716687216,0.6216931216931217,0.4246031746031746,0.04497354497354497,0.4782608695652174,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-01-03,39.49899,14.08,101052192,130.89986268250976,0.5291005291005291,0.3611111111111111,0.07936507936507936,0.3333333333333333,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-01-04,38.78,13.98,136759312,127.4579244530364,0.42857142857142855,0.28174603174603174,0.0701058201058201,0.3023255813953488,0.0,-1.0,1.0,0.0,Normal,Weak,Low,Normal,0.0,NEUTRAL
2005-01-05,38.53999,14.09,128424256,124.56024404896525,0.3915343915343915,0.32275132275132273,0.082010582010582,0.3211920529801324,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-01-06,38.347,13.58,103981120,126.25849549413304,0.3505291005291005,0.2843915343915344,0.05555555555555555,0.31353135313531355,0.0,-1.0,1.0,0.0,Normal,Weak,Low,Normal,0.0,NEUTRAL
2005-01-07,38.55,13.49,123159248,124.80892113495555,0.376984126984127,0.2791005291005291,0.05291005291005291,0.26644736842105265,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-01-10,38.53,13.23,88824624,126.98699367736548,0.36904761904761907,0.2923280423280423,0.042328042328042326,0.2754098360655738,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-01-11,38.259,13.19,107283376,124.3338896388926,0.32142857142857145,0.23015873015873015,0.03571428571428571,0.21568627450980393,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-01-12,38.58,12.56,127885808,125.85721259234433,0.36904761904761907,0.24206349206349206,0.01455026455026455,0.21172638436482086,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-01-13,38.07001,12.84,102117504,124.81665571226054,0.2962962962962963,0.21428571428571427,0.02513227513227513,0.16558441558441558,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-14,38.42999,12.43,93530064,127.32792065505396,0.3412698412698413,0.2804232804232804,0.013227513227513227,0.23948220064724918,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-01-18,38.72,12.47,92042128,130.1881570755186,0.3915343915343915,0.35978835978835977,0.01455026455026455,0.2709677419354839,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-01-19,38.08,13.18,105302880,128.06353506405662,0.291005291005291,0.3201058201058201,0.041005291005291,0.2540192926045016,-0.5,0.0,1.0,-1.0,Compressed,Normal,Low,Weak,-0.5,NEUTRAL
2005-01-20,37.35001,13.83,121107312,125.36026069624036,0.21428571428571427,0.2037037037037037,0.07539682539682539,0.17307692307692307,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-21,37.05,14.36,115496688,124.20880826707572,0.19444444444444445,0.16137566137566137,0.10582010582010581,0.14376996805111822,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-24,36.53,14.65,137586432,121.76455808054428,0.15343915343915343,0.13624338624338625,0.12566137566137567,0.12420382165605096,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-25,36.71001,14.06,120045504,121.35829641155578,0.17063492063492064,0.15608465608465608,0.09126984126984126,0.1365079365079365,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-26,37.14999,13.44,107711312,124.52975341660624,0.20634920634920634,0.1626984126984127,0.062169312169312166,0.14556962025316456,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-27,37.10001,13.24,109788752,126.32827888975112,0.20634920634920634,0.15608465608465608,0.051587301587301584,0.14826498422712933,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-28,36.92,13.24,111793312,125.2253306383083,0.1970899470899471,0.1455026455026455,0.051587301587301584,0.1289308176100629,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-01-31,37.39999,12.82,89381312,129.26960614617886,0.2447089947089947,0.18915343915343916,0.027777777777777776,0.1536050156739812,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-02-01,37.52,12.03,76815312,132.47021584419335,0.26587301587301587,0.24206349206349206,0.009259259259259259,0.21875,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-02-02,37.58,11.66,101911120,135.0388149077736,0.27645502645502645,0.31746031746031744,0.005291005291005291,0.308411214953271,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-03,37.15401,11.79,90926368,134.02959812307444,0.22486772486772486,0.3002645502645503,0.006613756613756613,0.35714285714285715,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-04,37.75,11.21,99370368,138.60621855145328,0.29365079365079366,0.3716931216931217,0.0,0.43034055727554177,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-07,37.674,11.73,71633056,139.55774648346863,0.28835978835978837,0.3425925925925926,0.007936507936507936,0.48148148148148145,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-08,37.74001,11.6,73225184,141.33624120605313,0.3002645502645503,0.35714285714285715,0.005291005291005291,0.46153846153846156,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-02-09,37.11,12.0,93432496,138.640166799754,0.23412698412698413,0.31613756613756616,0.01455026455026455,0.4754601226993865,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-10,37.14999,11.51,110426560,140.37884115274457,0.24074074074074073,0.2843915343915344,0.003968253968253968,0.47706422018348627,-0.5,-1.0,1.0,0.0,Compressed,Weak,Low,Normal,-0.5,NEUTRAL
2005-02-11,37.7,11.43,108768880,143.4864985094323,0.3082010582010582,0.4007936507936508,0.0026455026455026454,0.551829268292683,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-02-14,37.869,11.52,55056976,145.07728832738374,0.33465608465608465,0.3783068783068783,0.006613756613756613,0.5288753799392097,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-02-15,38.12,11.27,133212256,146.11854263172816,0.39285714285714285,0.37037037037037035,0.0026455026455026454,0.48787878787878786,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-02-16,37.98,11.1,80616368,147.12859313551598,0.36772486772486773,0.4365079365079365,0.0,0.5468277945619335,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-02-17,37.47,11.77,116323056,143.69005719535704,0.29894179894179895,0.47354497354497355,0.017195767195767195,0.5421686746987951,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-18,37.35001,11.18,69387120,140.71750516490064,0.2830687830687831,0.4947089947089947,0.0013227513227513227,0.5195195195195195,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-22,36.89,13.14,122635008,135.8805405779831,0.24206349206349206,0.5052910052910053,0.05952380952380952,0.47005988023952094,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-23,36.94,12.39,95421056,138.75406504406007,0.2552910052910053,0.48544973544973546,0.031746031746031744,0.5402985074626866,-0.5,0.0,1.0,0.0,Compressed,Normal,Low,Normal,0.5,MILD RISK-ON
2005-02-24,37.41,11.57,99841008,142.35541159357416,0.3148148148148148,0.4894179894179894,0.013227513227513227,0.5386904761904762,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-02-25,37.62,11.49,80143680,146.7312019203159,0.35714285714285715,0.5291005291005291,0.009259259259259259,0.5845697329376854,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-02-28,37.22,12.08,96018816,144.3844931072074,0.30423280423280424,0.49206349206349204,0.03042328042328042,0.5680473372781065,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-03-01,37.63,12.04,79293568,147.35658552389523,0.38756613756613756,0.4801587301587302,0.03042328042328042,0.528023598820059,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-03-02,37.61,12.5,107985184,146.02551860956115,0.39285714285714285,0.46164021164021163,0.041005291005291,0.4176470588235294,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-03-03,37.3,12.93,90101312,147.44348838987116,0.33465608465608465,0.40343915343915343,0.0582010582010582,0.3812316715542522,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-03-04,37.52,11.94,86649872,151.41699218304493,0.3888888888888889,0.5026455026455027,0.02513227513227513,0.5116959064327485,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-03-07,38.06,12.26,94886368,152.3884962873693,0.4695767195767196,0.49206349206349204,0.03571428571428571,0.4110787172011662,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-03-08,37.67999,12.4,89618432,149.85697458085804,0.42724867724867727,0.44312169312169314,0.041005291005291,0.3168604651162791,0.0,0.0,1.0,0.0,Normal,Normal,Low,Normal,1.0,MILD RISK-ON
2005-03-09,37.57001,12.7,98090880,145.1665588210346,0.4193121693121693,0.414021164021164,0.051587301587301584,0.23768115942028986,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-03-10,37.52,12.49,98047632,142.8396221767872,0.4193121693121693,0.5158730158730159,0.04497354497354497,0.24566473988439305,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-03-11,37.17,12.8,102865440,140.00567616459855,0.35185185185185186,0.4470899470899471,0.06084656084656084,0.19020172910662825,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-03-14,37.34,12.39,71602368,141.5963687905647,0.4087301587301587,0.3862433862433862,0.03968253968253968,0.16666666666666666,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-03-15,37.03999,13.15,93917504,138.62947325216055,0.3505291005291005,0.32936507936507936,0.07936507936507936,0.1346704871060172,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-03-16,36.61501,13.49,159757440,134.98255674639844,0.29365079365079366,0.2526455026455027,0.10714285714285714,0.08285714285714285,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-03-17,36.71001,13.29,101801120,137.2883008120316,0.31084656084656087,0.2896825396825397,0.09788359788359788,0.10256410256410256,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-03-18,36.50999,13.14,109185312,134.31663978984733,0.291005291005291,0.3187830687830688,0.07804232804232804,0.10795454545454546,-0.5,0.0,1.0,-1.0,Compressed,Normal,Low,Weak,-0.5,NEUTRAL
2005-03-21,36.58,13.61,92838624,130.92842492062783,0.30423280423280424,0.3425925925925926,0.1164021164021164,0.10198300283286119,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-03-22,36.13,14.27,114134320,126.72020785052666,0.2526455026455027,0.3439153439153439,0.14947089947089948,0.10451977401129943,-0.5,0.0,1.0,-1.0,Compressed,Normal,Low,Weak,-0.5,NEUTRAL
2005-03-23,36.25999,14.06,97524000,121.750298394611,0.2698412698412698,0.3505291005291005,0.14153439153439154,0.05352112676056338,-0.5,0.0,1.0,-1.0,Compressed,Normal,Low,Weak,-0.5,NEUTRAL
2005-03-24,36.27,13.42,77711680,124.05054604225816,0.27645502645502645,0.3002645502645503,0.10846560846560846,0.05337078651685393,-0.5,0.0,1.0,-1.0,Compressed,Normal,Low,Weak,-0.5,NEUTRAL
2005-03-28,36.34,13.75,59773984,121.932911748996,0.29894179894179895,0.28174603174603174,0.12301587301587301,0.05042016806722689,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-03-29,36.05,14.49,119633312,118.19762314536965,0.2605820105820106,0.2976190476190476,0.17195767195767195,0.05027932960893855,-0.5,-1.0,1.0,-1.0,Compressed,Weak,Low,Weak,-1.5,MILD RISK-OFF
2005-03-30,36.73,13.64,115019568,122.12157980892184,0.38095238095238093,0.32936507936507936,0.12037037037037036,0.052924791086350974,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-03-31,36.57001,14.02,86651184,124.7696070355136,0.3531746031746032,0.3134920634920635,0.14285714285714285,0.058333333333333334,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-04-01,36.2,14.09,143853504,123.86987162467116,0.3002645502645503,0.3082010582010582,0.15343915343915343,0.05817174515235457,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-04-04,36.46001,14.11,100153680,124.96640295225872,0.3492063492063492,0.31216931216931215,0.15608465608465608,0.052486187845303865,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-04-05,36.56,13.68,66463056,126.78899426148296,0.36772486772486773,0.25132275132275134,0.12433862433862433,0.06060606060606061,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-04-06,36.5,13.15,82219312,128.7587658218422,0.3505291005291005,0.2962962962962963,0.08068783068783068,0.06868131868131869,0.0,-1.0,1.0,-1.0,Normal,Weak,Low,Weak,-1.0,MILD RISK-OFF
2005-04-07,36.94,12.33,88708944,131.0359498307245,0.4417989417989418,0.3611111111111111,0.03835978835978836,0.09315068493150686,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-04-08,36.64,12.62,92409808,127.72595829658972,0.38492063492063494,0.3306878306878307,0.05423280423280423,0.09016393442622951,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-04-11,36.48,11.98,71013440,125.9847188260926,0.34656084656084657,0.3558201058201058,0.027777777777777776,0.09536784741144415,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-04-12,36.66,11.3,145341312,128.50509037157408,0.4021164021164021,0.35714285714285715,0.006613756613756613,0.10326086956521739,0.0,0.0,1.0,-1.0,Normal,Normal,Low,Weak,0.0,NEUTRAL
2005-04-13,36.06,13.31,109071056,124.67538194054872,0.27645502645502645,0.3134920634920635,0.10978835978835978,0.0948509485094851,-0.5,0.0,1.0,-1.0,Compressed,Normal,Low,Weak,-0.5,NEUTRAL
